acc,genome_url,assembly_report_url,ncbi_tax_name
GCA_002503525.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/525/GCA_002503525.1_ASM250352v1/GCA_002503525.1_ASM250352v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/525/GCA_002503525.1_ASM250352v1/GCA_002503525.1_ASM250352v1_assembly_report.txt,Methanoculleus marisnigri
GCA_002503885.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/885/GCA_002503885.1_ASM250388v1/GCA_002503885.1_ASM250388v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/885/GCA_002503885.1_ASM250388v1/GCA_002503885.1_ASM250388v1_assembly_report.txt,Methanoculleus marisnigri
GCA_002505725.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/725/GCA_002505725.1_ASM250572v1/GCA_002505725.1_ASM250572v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/725/GCA_002505725.1_ASM250572v1/GCA_002505725.1_ASM250572v1_assembly_report.txt,Methanobacterium sp. UBA339
GCA_002509085.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/085/GCA_002509085.1_ASM250908v1/GCA_002509085.1_ASM250908v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/085/GCA_002509085.1_ASM250908v1/GCA_002509085.1_ASM250908v1_assembly_report.txt,Methanobacteriaceae archaeon UBA588
GCA_002752615.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/752/615/GCA_002752615.1_ASM275261v1/GCA_002752615.1_ASM275261v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/752/615/GCA_002752615.1_ASM275261v1/GCA_002752615.1_ASM275261v1_assembly_report.txt,Mesotoga sp. H07.pep.5.3
GCA_002752635.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/752/635/GCA_002752635.1_ASM275263v1/GCA_002752635.1_ASM275263v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/752/635/GCA_002752635.1_ASM275263v1/GCA_002752635.1_ASM275263v1_assembly_report.txt,Mesotoga sp. Brook.08.105.5.1
GCA_002849245.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/849/245/GCA_002849245.1_ASM284924v1/GCA_002849245.1_ASM284924v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/849/245/GCA_002849245.1_ASM284924v1/GCA_002849245.1_ASM284924v1_assembly_report.txt,Dysgonamonadaceae bacterium
GCA_002895585.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/895/585/GCA_002895585.1_ASM289558v1/GCA_002895585.1_ASM289558v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/895/585/GCA_002895585.1_ASM289558v1/GCA_002895585.1_ASM289558v1_assembly_report.txt,Petrotoga sp. 9T1HF07.CasAA.8.2
GCA_002896535.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/896/535/GCA_002896535.1_ASM289653v1/GCA_002896535.1_ASM289653v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/896/535/GCA_002896535.1_ASM289653v1/GCA_002896535.1_ASM289653v1_assembly_report.txt,Mesotoga sp. B105.6.4
GCA_002924615.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/615/GCA_002924615.1_ASM292461v1/GCA_002924615.1_ASM292461v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/615/GCA_002924615.1_ASM292461v1/GCA_002924615.1_ASM292461v1_assembly_report.txt,Petrotoga halophila DSM 16923
GCA_002924625.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/625/GCA_002924625.1_ASM292462v1/GCA_002924625.1_ASM292462v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/625/GCA_002924625.1_ASM292462v1/GCA_002924625.1_ASM292462v1_assembly_report.txt,Petrotoga sibirica DSM 13575
GCA_003176515.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/176/515/GCA_003176515.1_ASM317651v1/GCA_003176515.1_ASM317651v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/176/515/GCA_003176515.1_ASM317651v1/GCA_003176515.1_ASM317651v1_assembly_report.txt,Escherichia coli
GCA_003260995.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/260/995/GCA_003260995.1_ASM326099v1/GCA_003260995.1_ASM326099v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/260/995/GCA_003260995.1_ASM326099v1/GCA_003260995.1_ASM326099v1_assembly_report.txt,Acetobacterium sp. KB-1
GCA_003265365.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/265/365/GCA_003265365.1_ASM326536v1/GCA_003265365.1_ASM326536v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/265/365/GCA_003265365.1_ASM326536v1/GCA_003265365.1_ASM326536v1_assembly_report.txt,Petrotoga sp. 9PW.55.5.1
GCA_003429665.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/429/665/GCA_003429665.1_ASM342966v1/GCA_003429665.1_ASM342966v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/429/665/GCA_003429665.1_ASM342966v1/GCA_003429665.1_ASM342966v1_assembly_report.txt,Sphaerochaeta halotolerans
GCA_003445515.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/445/515/GCA_003445515.1_ASM344551v1/GCA_003445515.1_ASM344551v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/445/515/GCA_003445515.1_ASM344551v1/GCA_003445515.1_ASM344551v1_assembly_report.txt,Anaerolineaceae bacterium
GCA_003445665.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/445/665/GCA_003445665.1_ASM344566v1/GCA_003445665.1_ASM344566v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/445/665/GCA_003445665.1_ASM344566v1/GCA_003445665.1_ASM344566v1_assembly_report.txt,Desulfotomaculum sp.
GCA_003445695.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/445/695/GCA_003445695.1_ASM344569v1/GCA_003445695.1_ASM344569v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/445/695/GCA_003445695.1_ASM344569v1/GCA_003445695.1_ASM344569v1_assembly_report.txt,Candidatus Marinimicrobia bacterium
GCA_003445715.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/445/715/GCA_003445715.1_ASM344571v1/GCA_003445715.1_ASM344571v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/445/715/GCA_003445715.1_ASM344571v1/GCA_003445715.1_ASM344571v1_assembly_report.txt,Anaerolineaceae bacterium
GCA_003446375.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/446/375/GCA_003446375.1_ASM344637v1/GCA_003446375.1_ASM344637v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/446/375/GCA_003446375.1_ASM344637v1/GCA_003446375.1_ASM344637v1_assembly_report.txt,Eubacteriaceae bacterium
GCA_003446605.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/446/605/GCA_003446605.1_ASM344660v1/GCA_003446605.1_ASM344660v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/446/605/GCA_003446605.1_ASM344660v1/GCA_003446605.1_ASM344660v1_assembly_report.txt,Anaerolineaceae bacterium
GCA_003446665.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/446/665/GCA_003446665.1_ASM344666v1/GCA_003446665.1_ASM344666v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/446/665/GCA_003446665.1_ASM344666v1/GCA_003446665.1_ASM344666v1_assembly_report.txt,Synergistaceae bacterium
GCA_003451675.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/451/675/GCA_003451675.1_ASM345167v1/GCA_003451675.1_ASM345167v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/451/675/GCA_003451675.1_ASM345167v1/GCA_003451675.1_ASM345167v1_assembly_report.txt,Candidatus Atribacteria bacterium
GCA_003451995.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/451/995/GCA_003451995.1_ASM345199v1/GCA_003451995.1_ASM345199v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/451/995/GCA_003451995.1_ASM345199v1/GCA_003451995.1_ASM345199v1_assembly_report.txt,Synergistaceae bacterium
GCA_003453535.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/453/535/GCA_003453535.1_ASM345353v1/GCA_003453535.1_ASM345353v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/453/535/GCA_003453535.1_ASM345353v1/GCA_003453535.1_ASM345353v1_assembly_report.txt,Coriobacteriia bacterium
GCA_003454055.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/454/055/GCA_003454055.1_ASM345405v1/GCA_003454055.1_ASM345405v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/454/055/GCA_003454055.1_ASM345405v1/GCA_003454055.1_ASM345405v1_assembly_report.txt,Bacteroidales bacterium
GCA_003485325.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/485/325/GCA_003485325.1_ASM348532v1/GCA_003485325.1_ASM348532v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/485/325/GCA_003485325.1_ASM348532v1/GCA_003485325.1_ASM348532v1_assembly_report.txt,Desulfotomaculum sp.
GCA_003499705.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/499/705/GCA_003499705.1_ASM349970v1/GCA_003499705.1_ASM349970v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/499/705/GCA_003499705.1_ASM349970v1/GCA_003499705.1_ASM349970v1_assembly_report.txt,Synergistaceae bacterium
GCA_003500195.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/500/195/GCA_003500195.1_ASM350019v1/GCA_003500195.1_ASM350019v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/500/195/GCA_003500195.1_ASM350019v1/GCA_003500195.1_ASM350019v1_assembly_report.txt,Clostridiales bacterium
GCA_003506115.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/506/115/GCA_003506115.1_ASM350611v1/GCA_003506115.1_ASM350611v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/506/115/GCA_003506115.1_ASM350611v1/GCA_003506115.1_ASM350611v1_assembly_report.txt,Syntrophaceae bacterium
GCA_003512065.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/512/065/GCA_003512065.1_ASM351206v1/GCA_003512065.1_ASM351206v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/512/065/GCA_003512065.1_ASM351206v1/GCA_003512065.1_ASM351206v1_assembly_report.txt,Candidatus Marinimicrobia bacterium
GCA_003513845.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/513/845/GCA_003513845.1_ASM351384v1/GCA_003513845.1_ASM351384v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/513/845/GCA_003513845.1_ASM351384v1/GCA_003513845.1_ASM351384v1_assembly_report.txt,Candidatus Atribacteria bacterium
GCA_003517675.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/517/675/GCA_003517675.1_ASM351767v1/GCA_003517675.1_ASM351767v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/517/675/GCA_003517675.1_ASM351767v1/GCA_003517675.1_ASM351767v1_assembly_report.txt,Porphyromonadaceae bacterium
GCA_003524545.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/524/545/GCA_003524545.1_ASM352454v1/GCA_003524545.1_ASM352454v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/524/545/GCA_003524545.1_ASM352454v1/GCA_003524545.1_ASM352454v1_assembly_report.txt,Synergistaceae bacterium
GCA_003525965.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/525/965/GCA_003525965.1_ASM352596v1/GCA_003525965.1_ASM352596v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/525/965/GCA_003525965.1_ASM352596v1/GCA_003525965.1_ASM352596v1_assembly_report.txt,Mesotoga infera
GCA_003542295.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/542/295/GCA_003542295.1_ASM354229v1/GCA_003542295.1_ASM354229v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/542/295/GCA_003542295.1_ASM354229v1/GCA_003542295.1_ASM354229v1_assembly_report.txt,Candidatus Atribacteria bacterium
GCA_003599805.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/599/805/GCA_003599805.1_ASM359980v1/GCA_003599805.1_ASM359980v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/599/805/GCA_003599805.1_ASM359980v1/GCA_003599805.1_ASM359980v1_assembly_report.txt,Anaerolineaceae bacterium
GCA_003600755.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/600/755/GCA_003600755.1_ASM360075v1/GCA_003600755.1_ASM360075v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/600/755/GCA_003600755.1_ASM360075v1/GCA_003600755.1_ASM360075v1_assembly_report.txt,Methanobacterium sp.
GCA_003664935.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/664/935/GCA_003664935.1_HF07pep.5.4_CLC_assembly/GCA_003664935.1_HF07pep.5.4_CLC_assembly_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/664/935/GCA_003664935.1_HF07pep.5.4_CLC_assembly/GCA_003664935.1_HF07pep.5.4_CLC_assembly_assembly_report.txt,Mesotoga sp. H07pep.5.4
GCA_003664995.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/664/995/GCA_003664995.1_BH458_6_3_2_1_CLC_assembly/GCA_003664995.1_BH458_6_3_2_1_CLC_assembly_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/664/995/GCA_003664995.1_BH458_6_3_2_1_CLC_assembly/GCA_003664995.1_BH458_6_3_2_1_CLC_assembly_assembly_report.txt,Mesotoga sp. BH458_6_3_2_1
GCA_004101785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/101/785/GCA_004101785.1_ASM410178v1/GCA_004101785.1_ASM410178v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/101/785/GCA_004101785.1_ASM410178v1/GCA_004101785.1_ASM410178v1_assembly_report.txt,Gudongella oleilytica
GCA_004138365.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/138/365/GCA_004138365.1_ASM413836v1/GCA_004138365.1_ASM413836v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/138/365/GCA_004138365.1_ASM413836v1/GCA_004138365.1_ASM413836v1_assembly_report.txt,Porphyromonadaceae bacterium SYSU GA16107
GCA_004369205.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/369/205/GCA_004369205.1_ASM436920v1/GCA_004369205.1_ASM436920v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/369/205/GCA_004369205.1_ASM436920v1/GCA_004369205.1_ASM436920v1_assembly_report.txt,Pelotomaculum schinkii
GCA_004369245.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/369/245/GCA_004369245.1_ASM436924v1/GCA_004369245.1_ASM436924v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/369/245/GCA_004369245.1_ASM436924v1/GCA_004369245.1_ASM436924v1_assembly_report.txt,Pelotomaculum sp. FP
GCA_009731375.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/731/375/GCA_009731375.1_PmicroMYN1_1.0/GCA_009731375.1_PmicroMYN1_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/731/375/GCA_009731375.1_PmicroMYN1_1.0/GCA_009731375.1_PmicroMYN1_1.0_assembly_report.txt,Paulinella micropora
GCA_009823595.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/823/595/GCA_009823595.1_ASM982359v1/GCA_009823595.1_ASM982359v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/823/595/GCA_009823595.1_ASM982359v1/GCA_009823595.1_ASM982359v1_assembly_report.txt,Sphaerochaeta halotolerans
GCA_011048765.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/048/765/GCA_011048765.1_ASM1104876v1/GCA_011048765.1_ASM1104876v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/048/765/GCA_011048765.1_ASM1104876v1/GCA_011048765.1_ASM1104876v1_assembly_report.txt,Mariniphaga anaerophila
GCA_011620045.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/620/045/GCA_011620045.1_ASM1162004v1/GCA_011620045.1_ASM1162004v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/620/045/GCA_011620045.1_ASM1162004v1/GCA_011620045.1_ASM1162004v1_assembly_report.txt,Mesotoga sp.
GCA_011620055.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/620/055/GCA_011620055.1_ASM1162005v1/GCA_011620055.1_ASM1162005v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/620/055/GCA_011620055.1_ASM1162005v1/GCA_011620055.1_ASM1162005v1_assembly_report.txt,Synergistaceae bacterium
GCA_011620455.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/620/455/GCA_011620455.1_ASM1162045v1/GCA_011620455.1_ASM1162045v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/620/455/GCA_011620455.1_ASM1162045v1/GCA_011620455.1_ASM1162045v1_assembly_report.txt,Syntrophaceae bacterium
GCA_011620695.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/620/695/GCA_011620695.1_ASM1162069v1/GCA_011620695.1_ASM1162069v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/620/695/GCA_011620695.1_ASM1162069v1/GCA_011620695.1_ASM1162069v1_assembly_report.txt,Proteiniphilum sp.
GCA_011620795.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/620/795/GCA_011620795.1_ASM1162079v1/GCA_011620795.1_ASM1162079v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/620/795/GCA_011620795.1_ASM1162079v1/GCA_011620795.1_ASM1162079v1_assembly_report.txt,Methanoculleus sp.
GCA_011620825.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/620/825/GCA_011620825.1_ASM1162082v1/GCA_011620825.1_ASM1162082v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/620/825/GCA_011620825.1_ASM1162082v1/GCA_011620825.1_ASM1162082v1_assembly_report.txt,Candidatus Methanomethylophilaceae archaeon
GCA_012514865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/514/865/GCA_012514865.1_ASM1251486v1/GCA_012514865.1_ASM1251486v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/514/865/GCA_012514865.1_ASM1251486v1/GCA_012514865.1_ASM1251486v1_assembly_report.txt,Lentisphaerae bacterium
GCA_012719415.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/719/415/GCA_012719415.1_ASM1271941v1/GCA_012719415.1_ASM1271941v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/719/415/GCA_012719415.1_ASM1271941v1/GCA_012719415.1_ASM1271941v1_assembly_report.txt,Syntrophorhabdus sp.
GCA_012727615.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/727/615/GCA_012727615.1_ASM1272761v1/GCA_012727615.1_ASM1272761v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/727/615/GCA_012727615.1_ASM1272761v1/GCA_012727615.1_ASM1272761v1_assembly_report.txt,Bacteroidales bacterium
GCA_012797815.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/797/815/GCA_012797815.1_ASM1279781v1/GCA_012797815.1_ASM1279781v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/797/815/GCA_012797815.1_ASM1279781v1/GCA_012797815.1_ASM1279781v1_assembly_report.txt,Chloroflexi bacterium
GCA_013178055.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/178/055/GCA_013178055.1_ASM1317805v1/GCA_013178055.1_ASM1317805v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/178/055/GCA_013178055.1_ASM1317805v1/GCA_013178055.1_ASM1317805v1_assembly_report.txt,Bacteroidales bacterium
GCA_013329105.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/329/105/GCA_013329105.1_ASM1332910v1/GCA_013329105.1_ASM1332910v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/329/105/GCA_013329105.1_ASM1332910v1/GCA_013329105.1_ASM1332910v1_assembly_report.txt,Candidatus Methanomethylophilaceae archaeon
GCA_013330715.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/330/715/GCA_013330715.1_ASM1333071v1/GCA_013330715.1_ASM1333071v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/330/715/GCA_013330715.1_ASM1333071v1/GCA_013330715.1_ASM1333071v1_assembly_report.txt,Methanothermobacter thermautotrophicus
GCA_900095295.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/295/GCA_900095295.1_MCBB/GCA_900095295.1_MCBB_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/295/GCA_900095295.1_MCBB/GCA_900095295.1_MCBB_assembly_report.txt,Methanobacterium congolense
GCA_900107855.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/855/GCA_900107855.1_IMG-taxon_2634166328_annotated_assembly/GCA_900107855.1_IMG-taxon_2634166328_annotated_assembly_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/855/GCA_900107855.1_IMG-taxon_2634166328_annotated_assembly/GCA_900107855.1_IMG-taxon_2634166328_annotated_assembly_assembly_report.txt,Marinobacterium georgiense DSM 11526
GCA_900163975.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/163/975/GCA_900163975.1_SPIRO4BDMA_PRJEB19364_v1/GCA_900163975.1_SPIRO4BDMA_PRJEB19364_v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/163/975/GCA_900163975.1_SPIRO4BDMA_PRJEB19364_v1/GCA_900163975.1_SPIRO4BDMA_PRJEB19364_v1_assembly_report.txt,uncultured spirochete
