intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,lineage
1834000,0.019197956684217688,0.165098374679213,0.004040573217070898,0.004040573217070898,,,,"GCA_011620795.1 Methanoculleus sp., ASM1162079v1",/group/ctbrowngrp/genbank/genbank-2020.07-archaea-k31.zip,f14fcf35b131c4ff03cf6b6a28262cb9,0.7844311377245509,386000,59,18650000,,SRR1976948-known,47bcb52a,95531000,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus;Methanoculleus sp.
390000,0.004082444442118265,0.14982164090368608,0.003956830766976165,0.003956830766976165,,,,"GCA_003446375.1 Eubacteriaceae bacterium, ASM344637v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,e7257005ef5b91adbfb2c2b2eaf7c653,0.1545778834720571,378000,60,18272000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;unassigned;Eubacteriaceae bacterium
515000,0.005390920224848479,0.723404255319149,0.003914959541928798,0.003914959541928798,,,,"GCA_001508305.1 Parcubacteria bacterium 33_209, ASM150830v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,4268dee250ad443d2a95682fd4e6e8ea,0.9961315280464217,374000,61,17898000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Candidatus Parcubacteria;unassigned;unassigned;unassigned;unassigned;Parcubacteria bacterium 33_209
369000,0.0038626205106195893,0.1489275596924322,0.0038521527043577477,0.0038521527043577477,,,,"GCA_002030015.1 delta proteobacterium MLS_D, ASM203001v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,07bc9b2a2e97e674c95e0c04d2acee57,0.14933225414811818,368000,62,17530000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Proteobacteria;Deltaproteobacteria;unassigned;unassigned;unassigned;delta proteobacterium MLS_D
1261000,0.01319990369618239,0.27380952380952384,0.0038521527043577477,0.0038521527043577477,,,,"GCA_003524545.1 Synergistaceae bacterium, ASM352454v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,7222c67a7edf7b3531b4eae2319f462c,0.9382440476190477,368000,63,17162000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;unassigned;Synergistaceae bacterium
377000,0.003946362960714323,0.17961405244928252,0.003799813673048539,0.003799813673048539,,,,"GCA_003265365.1 Petrotoga sp. 9PW.55.5.1 strain=9PW.55.5.1, ASM326536v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,2c6e097d0c5c08ad61f791a3edfffcf7,0.18654131618010886,363000,64,16799000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;Petrotoga;Petrotoga sp. 9PW.55.5.1
360000,0.003768410254263014,0.1800302571860817,0.003737006835477489,0.003737006835477489,,,,"GCA_002452315.1 Anaerolineaceae bacterium UBA6801, ASM245231v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,50403463b0a59ba7b1b94dc38d2dd731,0.1815431164901664,357000,65,16442000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;unassigned;Anaerolineaceae bacterium UBA6801
352000,0.0036846678041682806,0.07871198568872988,0.0036846678041682806,0.0036846678041682806,,,,"GCA_002425855.1 bacterium UBP9_UBA5552, ASM242585v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,5bb7cdc0728f4a850c3471ca67f27969,0.07871198568872988,352000,66,16090000,,SRR1976948-known,47bcb52a,95531000,Bacteria;unassigned;unassigned;unassigned;unassigned;unassigned;bacterium UBP9_UBA5552
1510000,0.015806387455380974,0.16642264519277697,0.0035695219352880215,0.0035695219352880215,,,,"GCA_002924625.1 Petrotoga sibirica DSM 13575 strain=DSM 13575, ASM292462v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,47b0fb04e5c77b7df06f07e19311fdad,0.7369448511469009,341000,67,15749000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;Petrotoga;Petrotoga sibirica;Petrotoga sibirica DSM 13575
614000,0.006427233044770808,0.15424774560987187,0.0034020370350985544,0.0034020370350985544,,,,"GCA_001509135.1 Thermotogales bacterium 46_20, ASM150913v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,24939b9b14eea2e2c0aecb6acef12c7d,0.29140958709065024,325000,68,15424000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Thermotogae;Thermotogae;Thermotogales;unassigned;unassigned;Thermotogales bacterium 46_20
314000,0.0032868911662182958,0.17988505747126438,0.003276423359956454,0.003276423359956454,,,,"GCA_001508935.1 Synergistales bacterium 54_24, ASM150893v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,8984622a9ac69cf9068ab72c5d82efe8,0.18045977011494252,313000,69,15111000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Synergistetes;Synergistia;Synergistales;unassigned;unassigned;Synergistales bacterium 54_24
1680000,0.017585914519894066,0.13293051359516617,0.0032240843286472456,0.0032240843286472456,,,,"GCA_003506115.1 Syntrophaceae bacterium, ASM350611v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,7b5c9d0f9951501c752f87abafe1f2f8,0.7250755287009063,308000,70,14803000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;unassigned;Syntrophaceae bacterium
301000,0.0031508096848143533,0.10485844110450891,0.0031403418785525116,0.0031403418785525116,,,,"GCA_900163975.1 uncultured spirochete, SPIRO4BDMA_PRJEB19364_v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,b01440b87ae642b88c9293ddc456abac,0.10520796924152394,300000,71,14503000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;unassigned;unassigned;uncultured spirochete
1331000,0.01393265013451131,0.20658263305322128,0.003088002847243303,0.003088002847243303,,,,"GCA_001508595.1 Anaerolineaceae bacterium 46_22, ASM150859v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,09e99d6d0396e7b0bbf524f896389327,0.9320728291316527,295000,72,14208000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;unassigned;Anaerolineaceae bacterium 46_22
485000,0.005076886036993227,0.1316658801321378,0.002920517947053836,0.002920517947053836,,,,"GCA_002895585.1 Petrotoga sp. 9T1HF07.CasAA.8.2 strain=9T1HF07.CasAA.8.2, ASM289558v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,df7daf2e2972b94c8d9d24e061634e07,0.2288815478999528,279000,73,13929000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;Petrotoga;Petrotoga sp. 9T1HF07.CasAA.8.2
1184000,0.01239388261402058,0.10795681727309077,0.0028263076906972604,0.0028263076906972604,,,,"GCA_002419525.1 Syntrophaceae bacterium UBA5726, ASM241952v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,d2c0455e8ae04f9638d3bae4710f385a,0.47341063574570175,270000,74,13659000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;unassigned;Syntrophaceae bacterium UBA5726
333000,0.003485779485193288,0.47454545454545455,0.002732097434340685,0.002732097434340685,,,,"GCA_002340425.1 Patescibacteria group bacterium UBA2558, ASM234042v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,32cdd20490ca7d8947e95caf9b377b37,0.6054545454545455,261000,75,13398000,,SRR1976948-known,47bcb52a,95531000,Bacteria;unassigned;unassigned;unassigned;unassigned;unassigned;Patescibacteria group bacterium UBA2558
253000,0.0026483549842459516,0.07643312101910828,0.00263788717798411,0.00263788717798411,,,,"GCA_013178055.1 Bacteroidales bacterium, ASM1317805v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,c29393feb2585ef40e1c5f2bec9e50b3,0.07673642705489839,252000,76,13146000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;unassigned;unassigned;Bacteroidales bacterium
252000,0.00263788717798411,0.1070654529692241,0.0025855481466749014,0.0025855481466749014,,,,"GCA_002423495.1 Anaerolineaceae bacterium UBA6105, ASM242349v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,04623a7861e8a306a8bbb26cac6a9e04,0.10923276983094929,247000,77,12899000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;unassigned;Anaerolineaceae bacterium UBA6105
2133000,0.02232783075650836,0.10782934833567745,0.002407595440223592,0.002407595440223592,,,,"GCA_001508995.1 Desulfotomaculum sp. 46_80, ASM150899v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,13d159c9bb9ae6ef735a6c31ced8cfaa,1.0,230000,78,12669000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum sp. 46_80
229000,0.0023971276339617505,0.16618287373004353,0.0023971276339617505,0.0023971276339617505,,,,"GCA_013330715.1 Methanothermobacter thermautotrophicus, ASM1333071v1",/group/ctbrowngrp/genbank/genbank-2020.07-archaea-k31.zip,4bdfc75c2cee5277b599805c4934018a,0.16618287373004353,229000,79,12440000,,SRR1976948-known,47bcb52a,95531000,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanothermobacter;Methanothermobacter thermautotrophicus
226000,0.0023657242151762254,0.05883884405102838,0.0023657242151762254,0.0023657242151762254,,,,"GCA_900107855.1 Marinobacterium georgiense DSM 11526 strain=DSM 11526, IMG-taxon 2634166328 annotated assembly",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,9498b88c9595f494e8e8462865a9c69c,0.05883884405102838,226000,80,12214000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium;Marinobacterium georgiense;Marinobacterium georgiense DSM 11526
1900000,0.01988883189749924,0.11764705882352941,0.002344788602652542,0.002344788602652542,,,,"GCA_001508455.1 Methanocalculus sp. 52_23, ASM150845v1",/group/ctbrowngrp/genbank/genbank-2020.07-archaea-k31.zip,eede7629dfbf0ee471c6ffce4242a343,0.9978991596638656,224000,81,11990000,,SRR1976948-known,47bcb52a,95531000,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanocalculaceae;Methanocalculus;Methanocalculus sp. 52_23
216000,0.0022610461525578085,0.1134453781512605,0.0022610461525578085,0.0022610461525578085,,,,"GCA_012727615.1 Bacteroidales bacterium, ASM1272761v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,6277469eb5c60b6fb5fa3ce127cadef7,0.1134453781512605,216000,82,11774000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;unassigned;unassigned;Bacteroidales bacterium
1478000,0.015471417655002042,0.13742494996664442,0.0021563680899393915,0.0021563680899393915,,,,"GCA_001509155.1 Synergistales bacterium 54_9, ASM150915v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,5a50393d68f94d1b5c6f7d67884a3157,0.9859906604402935,206000,83,11568000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Synergistetes;Synergistia;Synergistales;unassigned;unassigned;Synergistales bacterium 54_9
1776000,0.01859082392103087,0.11480022509848059,0.002135432477415708,0.002135432477415708,,,,"GCA_003445695.1 Candidatus Marinimicrobia bacterium, ASM344569v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,ed039ee667b7d9e6bed5242dd4f88371,0.9994372537985369,204000,84,11364000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Candidatus Marinimicrobia;unassigned;unassigned;unassigned;unassigned;Candidatus Marinimicrobia bacterium
868000,0.0090860558352786,0.1092572658772874,0.0021249646711538664,0.0021249646711538664,,,,"GCA_002418745.1 Synergistaceae bacterium UBA5768, ASM241874v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,d6b026f053e93aa46eb7c9daf9753a46,0.4671689989235737,203000,85,11161000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;unassigned;Synergistaceae bacterium UBA5768
2278000,0.023845662664475405,0.08859649122807017,0.0021144968648920247,0.0021144968648920247,,,,"GCA_001508615.1 Methanosaeta harundinacea, ASM150861v1",/group/ctbrowngrp/genbank/genbank-2020.07-archaea-k31.zip,ead97f7bdbcef4177fc4b49d85b4588c,0.9991228070175439,202000,86,10959000,,SRR1976948-known,47bcb52a,95531000,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanotrichaceae;Methanothrix;Methanosaeta harundinacea
1565000,0.01638211679978227,0.12874442319949012,0.0021144968648920247,0.0021144968648920247,,,,"GCA_001509115.1 Mesotoga infera, ASM150911v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,ea58b0cf823012f6bd64befb9bd97ecb,0.9974506054811982,202000,87,10757000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Thermotogae;Thermotogae;Kosmotogales;Kosmotogaceae;Mesotoga;Mesotoga infera
2269000,0.02375145240811883,0.08886933567971843,0.0021144968648920247,0.0021144968648920247,,,,"GCA_001508375.1 Desulfotomaculum sp. 46_296, ASM150837v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,cab7a9476efbea37a4838622bab9f9ae,0.998240211174659,202000,88,10555000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum sp. 46_296
1029000,0.010771372643435115,0.122040072859745,0.002104029058630183,0.002104029058630183,,,,"GCA_000747085.1 Smithella sp. F21, ASM74708v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,31c0058caee8733595ea1842d7cd55f5,0.6247723132969034,201000,89,10354000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Smithella;Smithella sp. F21
197000,0.002062157833582816,0.06836414370422043,0.002051690027320974,0.002051690027320974,,,,"GCA_000204415.1 Methanothrix soehngenii GP6 strain=GP6, ASM20441v1",/group/ctbrowngrp/genbank/genbank-2020.07-archaea-k31.zip,a34f6856f1262ff8633138c832fdf1e8,0.06871294035577258,196000,90,10158000,,SRR1976948-known,47bcb52a,95531000,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanotrichaceae;Methanothrix;Methanothrix soehngenii;Methanothrix soehngenii GP6
1042000,0.010907454124839058,0.1750465549348231,0.0019679475772262406,0.0019679475772262406,,,,"GCA_001509175.1 Proteiniphilum sp. 51_7, ASM150917v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,0fb1d1ec1ff75ebe8c72450a28b54191,0.9702048417132216,188000,91,9970000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Proteiniphilum;Proteiniphilum sp. 51_7
1863000,0.0195015230658111,0.09845662586482172,0.0019365441584407155,0.0019365441584407155,,,,"GCA_001508665.1 Methanoculleus marisnigri, ASM150866v1",/group/ctbrowngrp/genbank/genbank-2020.07-archaea-k31.zip,a92a355d71eb063d0ca41a21df1be491,0.9914848323576371,185000,92,9785000,,SRR1976948-known,47bcb52a,95531000,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus;Methanoculleus marisnigri
1886000,0.019742282609833458,0.0975609756097561,0.0019260763521788738,0.0019260763521788738,,,,"GCA_001509345.1 Clostridiales bacterium 38_11, ASM150934v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,0d1e391fda043a6dc8b18f0f33bcfb25,1.0,184000,93,9601000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Firmicutes;Clostridia;Clostridiales;unassigned;unassigned;Clostridiales bacterium 38_11
181000,0.0018946729333933487,0.06158557332425995,0.0018946729333933487,0.0018946729333933487,,,,"GCA_011048765.1 Mariniphaga anaerophila, ASM1104876v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,df004f5fc941ea4d97eeab21bcc4b646,0.06158557332425995,181000,94,9420000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Mariniphaga;Mariniphaga anaerophila
282000,0.002951921365839361,0.08605341246290801,0.0018213982895604569,0.0018213982895604569,,,,"GCA_002496395.1 Methanocorpusculaceae archaeon UBA456, ASM249639v1",/group/ctbrowngrp/genbank/genbank-2020.07-archaea-k31.zip,043b19c14105fbd28227cd78d5245233,0.1394658753709199,174000,95,9246000,,SRR1976948-known,47bcb52a,95531000,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanocorpusculaceae;unassigned;Methanocorpusculaceae archaeon UBA456
883000,0.009243072929206226,0.1970554926387316,0.0018213982895604569,0.0018213982895604569,,,,"GCA_001509285.1 Atribacteria bacterium 34_128, ASM150928v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,af105b303f61d63d2884d5f0314af67f,1.0,174000,96,9072000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Candidatus Atribacteria;unassigned;unassigned;unassigned;unassigned;Atribacteria bacterium 34_128
943000,0.009871141304916729,0.14451827242524917,0.0018213982895604569,0.0018213982895604569,,,,"GCA_003451995.1 Synergistaceae bacterium, ASM345199v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,bc5b3d344028974ce8256326528445a7,0.7832225913621262,174000,97,8898000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;unassigned;Synergistaceae bacterium
470000,0.004919868943065602,0.06387747478520732,0.0017899948707749316,0.0017899948707749316,,,,"GCA_002924615.1 Petrotoga halophila DSM 16923 strain=DSM 16923, ASM292461v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,51a57f42aba24823888019d4370832cc,0.17556966753828912,171000,98,8727000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;Petrotoga;Petrotoga halophila;Petrotoga halophila DSM 16923
2145000,0.022453444431650458,0.05886450714036921,0.0017690592582512482,0.0017690592582512482,,,,"GCA_002752635.1 Mesotoga sp. Brook.08.105.5.1 strain=Brook.08.105.5.1, ASM275263v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,c1f9190232fc14127b6a784e95c6326b,0.7471264367816092,169000,99,8558000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Thermotogae;Thermotogae;Kosmotogales;Kosmotogaceae;Mesotoga;Mesotoga sp. Brook.08.105.5.1
171000,0.0017899948707749316,0.07462019660411082,0.0017481236457275648,0.0017481236457275648,,,,"GCA_004101785.1 Gudongella oleilytica strain=W6, ASM410178v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,e6d7d11b9180e4b49c9918da7e5f727c,0.07640750670241286,167000,100,8391000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Firmicutes;Tissierellia;Tissierellales;Tissierellaceae;Gudongella;Gudongella oleilytica
566000,0.005924778344202406,0.08345902463549522,0.0017376558394657231,0.0017376558394657231,,,,"GCA_002505725.1 Methanobacterium sp. UBA339, ASM250572v1",/group/ctbrowngrp/genbank/genbank-2020.07-archaea-k31.zip,7caeb8b68486192763ae442a27b7c77b,0.28456510809451985,166000,101,8225000,,SRR1976948-known,47bcb52a,95531000,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium sp. UBA339
2220000,0.023238529901288586,0.07113912651958577,0.0016539133893709896,0.0016539133893709896,,,,"GCA_003453535.1 Coriobacteriia bacterium, ASM345353v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,a75f981786d5e265856c0d291d0d659a,0.9995497523638001,158000,102,8067000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Actinobacteria;Coriobacteriia;unassigned;unassigned;unassigned;Coriobacteriia bacterium
438000,0.004584899142686667,0.05565402339595888,0.0016434455831091479,0.0016434455831091479,,,,"GCA_002849245.1 Dysgonamonadaceae bacterium strain=XHS2771, ASM284924v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,4d71835819a748c0e25505670f27a78c,0.1552640907479617,157000,103,7910000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;unassigned;Dysgonamonadaceae bacterium
159000,0.0016643811956328313,0.032171581769437,0.0016329777768473062,0.0016329777768473062,,,,"GCA_000421285.1 Desulfotignum balticum DSM 7044 strain=DSM 7044, ASM42128v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,91c54540cc5dc8102da3b80a4b810e13,0.032790266034233864,156000,104,7754000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfotignum;Desulfotignum balticum;Desulfotignum balticum DSM 7044
543000,0.005684018800180046,0.0480225988700565,0.0016015743580617809,0.0016015743580617809,,,,"GCA_003664995.1 Mesotoga sp. BH458_6_3_2_1 strain=BH458_6_3_2_1, BH458_6_3_2_1 CLC assembly",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,d1a1696f1279bf7d5c840ef580311b65,0.1704331450094162,153000,105,7601000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Thermotogae;Thermotogae;Kosmotogales;Kosmotogaceae;Mesotoga;Mesotoga sp. BH458_6_3_2_1
153000,0.0016015743580617809,0.08110992529348986,0.0015911065517999392,0.0015911065517999392,,,,"GCA_000233775.1 Thermovirga lienii DSM 17291 strain=DSM 17291, ASM23377v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,89fd17bfa120c6be4a27e5bb7192f016,0.0816435432230523,152000,106,7449000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Thermovirga;Thermovirga lienii;Thermovirga lienii DSM 17291
1978000,0.020705320785922895,0.0755287009063444,0.0015701709392762558,0.0015701709392762558,,,,"GCA_001509335.1 Marinimicrobia bacterium 46_43, ASM150933v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,89200d84a91a52c16ba3061e70f5394e,0.9959718026183283,150000,107,7299000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Candidatus Marinimicrobia;unassigned;unassigned;unassigned;unassigned;Marinimicrobia bacterium 46_43
518000,0.0054223236436340035,0.2835249042145594,0.0015492353267525724,0.0015492353267525724,,,,"GCA_001508405.1 Parcubacteria bacterium 34_609, ASM150840v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,512d5c9c8e14a2745c325345adb0374c,0.9923371647509579,148000,108,7151000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Candidatus Parcubacteria;unassigned;unassigned;unassigned;unassigned;Parcubacteria bacterium 34_609
148000,0.0015492353267525724,0.06755514705882353,0.0015387675204907307,0.0015387675204907307,,,,"GCA_002428495.1 Synergistaceae bacterium UBA6101, ASM242849v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,807551367c0b10381ce4823e978239a9,0.06801470588235294,147000,109,7004000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;unassigned;Synergistaceae bacterium UBA6101
146000,0.001528299714228889,0.07153356197942186,0.001528299714228889,0.001528299714228889,,,,"GCA_003542295.1 Candidatus Atribacteria bacterium, ASM354229v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,2673315e26b384e04b508eb2fcfa34bb,0.07153356197942186,146000,110,6858000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Candidatus Atribacteria;unassigned;unassigned;unassigned;unassigned;Candidatus Atribacteria bacterium
362000,0.0037893458667866975,0.03972602739726028,0.0015178319079670473,0.0015178319079670473,,,,"GCA_012719415.1 Syntrophorhabdus sp., ASM1271941v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,d4dadf7aabfc36de9955e00b0bfa052b,0.09917808219178083,145000,111,6713000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;Syntrophorhabdus sp.
793000,0.008300970365640472,0.09050064184852374,0.0014759606829196806,0.0014759606829196806,,,,"GCA_002509085.1 Methanobacteriaceae archaeon UBA588, ASM250908v1",/group/ctbrowngrp/genbank/genbank-2020.07-archaea-k31.zip,981736a8884edd9db358785b5ad8af57,0.5089858793324775,141000,112,6572000,,SRR1976948-known,47bcb52a,95531000,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;unassigned;Methanobacteriaceae archaeon UBA588
1316000,0.013775633040583685,0.05045703839122486,0.0014445572641341555,0.0014445572641341555,,,,"GCA_002418865.1 Bacteroidales bacterium UBA5762, ASM241886v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,92477575b9cbd2a56dc546b78dbe48c9,0.48117001828153566,138000,113,6434000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;unassigned;unassigned;Bacteroidales bacterium UBA5762
2257000,0.02362583873297673,0.057322175732217574,0.0014340894578723138,0.0014340894578723138,,,,"GCA_002503525.1 Methanoculleus marisnigri, ASM250352v1",/group/ctbrowngrp/genbank/genbank-2020.07-archaea-k31.zip,3d812e10290d84086c9f5e04daa13a78,0.9443514644351464,137000,114,6297000,,SRR1976948-known,47bcb52a,95531000,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus;Methanoculleus marisnigri
518000,0.0054223236436340035,0.0453920220082531,0.001381750426563105,0.001381750426563105,,,,"GCA_002752615.1 Mesotoga sp. H07.pep.5.3 strain=H07.pep.5.3, ASM275261v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,2c600e000b9e117f9c7052625b671bc7,0.1781292984869326,132000,115,6165000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Thermotogae;Thermotogae;Kosmotogales;Kosmotogaceae;Mesotoga;Mesotoga sp. H07.pep.5.3
131000,0.0013712826203012634,0.048616305160807775,0.0013608148140394217,0.0013608148140394217,,,,"GCA_002412595.1 Anaerolineaceae bacterium UBA5211, ASM241259v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,de41373f163f8cba03d360a52c251a70,0.04899027673896784,130000,116,6035000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;unassigned;Anaerolineaceae bacterium UBA5211
